EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,PromotionDelay,IsOverduePromotion,EngagementScore,WorkloadStress,TenureRatio,RoleStagnation,SatisfactionIncomeRatio,CompanyHopper,Attrition_Probability,Risk_Percentage,Risk_Category
96,54,0,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,846.8125,4,0,1.5,0,0.25,0.75,4.0647,1,0.0020245556,0.2,Low Risk
97,24,0,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,1249.75,3,0,1.75,0,0.75,0.6666666666666666,1.4997,0,0.002455142,0.25,Low Risk
98,28,0,Non-Travel,120,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,844.2,5,0,2.75,0,1.0,0.8,1.2663,0,0.002176403,0.22,Low Risk
99,58,0,Travel_Rarely,682,Sales,10,4,Medical,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,365.05263157894734,36,0,3.0,0,0.9736842105263158,0.2702702702702703,4.1616,0,0.009329402,0.93,Low Risk
100,44,0,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,120.11764705882354,2,0,2.75,0,0.17647058823529413,0.6666666666666666,0.4084,0,0.0059725028,0.6,Low Risk
101,37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,296.14285714285717,3,0,2.75,0,0.42857142857142855,0.6666666666666666,0.2073,0,0.9818236,98.18,High Risk
102,32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,2956.0,1,0,3.0,0,1.0,0.0,0.2956,0,0.011032347,1.1,Low Risk
103,20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,2926.0,0,0,3.25,0,1.0,0.0,1.1704,0,0.9898441,98.98,High Risk
104,34,0,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,300.5625,14,0,2.5,0,1.0,0.8125,1.4427,0,0.0018486152,0.18,Low Risk
105,37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,303.70588235294116,1,0,3.75,0,0.058823529411764705,0.0,2.0652,1,0.0056986585,0.57,Low Risk
106,59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,628.1333333333333,1,0,3.5,0,0.1,0.6666666666666666,7.5376,1,0.00044066925,0.04,Low Risk
107,50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,649.0,8,0,1.5,1,0.2857142857142857,0.375,3.6344,0,0.032210343,3.22,Low Risk
108,25,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,957.3333333333334,6,0,3.25,0,1.0,0.6666666666666666,1.7232,0,0.98784155,98.78,High Risk
109,25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,1444.5,0,0,3.5,0,1.0,1.0,1.1556,0,0.0022272724,0.22,Low Risk
110,22,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,2871.0,0,0,3.0,0,0.0,0.0,1.1484,0,0.56169647,56.17,Medium Risk
111,51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,325.39130434782606,1,1,1.75,0,0.5652173913043478,0.9230769230769231,0.7484,0,0.005069213,0.51,Low Risk
112,34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,674.8888888888889,9,0,2.75,0,1.0,0.7777777777777778,1.8222,0,0.9893646,98.94,High Risk
113,54,0,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,753.3913043478261,1,0,3.5,0,0.21739130434782608,0.6,6.9312,0,0.007603901,0.76,Low Risk
114,24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,462.3333333333333,4,0,2.75,0,0.8333333333333334,0.6,0.8322,0,0.0018418053,0.18,Low Risk
115,34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,375.4166666666667,1,0,2.75,0,0.08333333333333333,0.0,0.901,1,0.0017372477,0.17,Low Risk
116,37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,619.0,4,0,2.75,0,0.4166666666666667,0.6,2.9712,0,0.0057738456,0.58,Low Risk
117,34,0,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,830.7857142857143,6,1,2.75,0,0.7857142857142857,0.9090909090909091,1.1631,0,0.011357205,1.14,Low Risk
118,36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,973.8,7,0,3.0,0,0.9,0.7777777777777778,3.8952,0,0.0037488276,0.37,Low Risk
119,36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,405.0,1,0,2.25,0,0.14285714285714285,0.0,1.134,1,0.03071565,3.07,Low Risk
120,43,0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,678.36,21,0,3.75,0,1.0,0.48,6.7836,0,0.028102646,2.81,Low Risk
121,30,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,261.3,10,0,2.25,0,1.0,0.7,0.7839,0,0.01527825,1.53,Low Risk
122,33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,768.25,7,0,2.5,0,0.875,1.0,1.2292,0,0.00408129,0.41,Low Risk
123,56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,709.0,1,0,2.0,0,0.7142857142857143,0.8,0.9926,1,0.06969087,6.97,Low Risk
124,51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,849.4347826086956,5,1,2.5,0,0.8695652173913043,0.9,5.8611,1,0.026332658,2.63,Low Risk
125,31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,514.3333333333334,0,1,2.25,1,0.5833333333333334,1.0,1.8516,0,0.9941995,99.42,High Risk
126,26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,473.6,1,0,2.5,0,1.0,0.8,0.4736,0,0.015395779,1.54,Low Risk
127,58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,257.8,25,1,3.5,0,1.0,0.25,4.1248,0,0.009247379,0.92,Low Risk
128,19,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,1675.0,0,0,3.25,1,0.0,0.0,0.5025,0,0.99914336,99.91,High Risk
129,22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,841.0,0,0,3.25,0,0.6666666666666666,0.5,1.0092,0,0.0047469973,0.47,Low Risk
130,49,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,410.4375,10,1,2.25,0,0.9375,0.7333333333333333,0.6567,0,0.013491769,1.35,Low Risk
131,43,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,263.27777777777777,2,0,3.0,0,0.16666666666666666,0.6666666666666666,1.4217,0,0.0042375694,0.42,Low Risk
132,50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,575.5,0,0,3.5,0,0.125,1.0,3.6832,0,0.013055249,1.31,Low Risk
133,31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,1139.75,0,0,2.75,0,0.5,1.0,1.3677,0,0.5566584,55.67,Medium Risk
134,41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,682.4166666666666,9,0,3.0,0,0.75,0.7777777777777778,2.4567,0,0.020195493,2.02,Low Risk
135,26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,367.75,3,1,3.25,0,1.0,0.875,0.8826,0,0.005407972,0.54,Low Risk
136,36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,705.8571428571429,3,0,2.75,0,0.42857142857142855,0.6666666666666666,0.9882,1,0.0029551927,0.3,Low Risk
137,51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,591.6666666666666,4,0,3.0,0,0.2222222222222222,0.5,4.26,0,0.017017322,1.7,Low Risk
138,39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,347.1764705882353,10,1,3.5,0,0.8823529411764706,0.7333333333333333,1.7706,0,0.003374859,0.34,Low Risk
139,25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,1439.8333333333333,0,0,2.75,0,0.3333333333333333,1.0,2.5917,0,0.029454194,2.95,Low Risk
140,30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,528.9166666666666,7,0,3.0,1,0.9166666666666666,0.8181818181818182,2.5388,0,0.009219736,0.92,Low Risk
141,32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,420.0,5,0,1.75,0,0.5,0.8,0.42,1,0.99249285,99.25,High Risk
142,45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,383.55555555555554,6,0,2.75,0,0.6666666666666666,0.8333333333333334,1.3808,1,0.015103452,1.51,Low Risk
143,38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,227.21052631578948,1,0,3.0,0,0.15789473684210525,0.6666666666666666,1.2951,0,0.0030674182,0.31,Low Risk
144,30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,526.4,5,0,2.25,0,1.0,0.8,0.7896,0,0.018757407,1.88,Low Risk
145,32,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,518.6666666666666,8,0,4.0,0,0.8888888888888888,0.875,1.8672,0,0.0056024073,0.56,Low Risk
146,30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,400.5,1,0,3.0,0,0.375,0.6666666666666666,0.3204,1,0.0048816334,0.49,Low Risk
147,30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,453.3333333333333,4,0,3.25,0,0.8333333333333334,0.6,1.088,0,0.001877386,0.19,Low Risk
148,41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,818.1428571428571,0,1,2.25,0,0.3333333333333333,0.8571428571428571,1.7181,0,0.017437443,1.74,Low Risk
149,41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,319.7142857142857,4,0,2.75,0,0.7142857142857143,0.0,0.2238,0,0.020481883,2.05,Low Risk
150,19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,1483.0,1,0,2.75,0,1.0,0.0,0.2966,0,0.11945881,11.95,Low Risk
151,40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,280.25,18,0,2.0,0,1.0,0.35,1.121,0,0.002335817,0.23,Low Risk
152,35,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,729.5,10,0,2.25,0,1.0,0.8,1.459,0,0.007471682,0.75,Low Risk
153,53,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,177.3846153846154,3,0,2.5,1,0.5384615384615384,1.0,0.6918,0,0.015955864,1.6,Low Risk
154,45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,117.4,17,0,2.0,0,0.85,0.5294117647058824,0.4696,1,0.017311562,1.73,Low Risk
155,32,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,999.7777777777778,6,0,3.25,0,1.0,0.8888888888888888,3.5992,0,0.012919609,1.29,Low Risk
156,29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,431.9,10,0,2.75,0,1.0,0.7,1.2957,0,0.0016618059,0.17,Low Risk
157,51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,613.2,1,0,2.75,0,0.1,0.0,1.8396,0,0.0038698672,0.39,Low Risk
158,58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,371.77777777777777,1,0,2.0,1,0.1111111111111111,0.0,0.6692,0,0.017090876,1.71,Low Risk
159,40,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,723.6666666666666,10,0,2.5,0,0.8,0.9166666666666666,4.342,1,0.016093653,1.61,Low Risk
160,34,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,371.8333333333333,3,0,3.25,0,0.6666666666666666,0.75,0.6693,1,0.02813638,2.81,Low Risk
161,22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,1161.5,0,0,2.75,0,1.0,1.0,0.9292,0,0.002510231,0.25,Low Risk
162,27,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,337.3333333333333,0,0,2.75,0,0.3333333333333333,1.0,0.4048,1,0.010610095,1.06,Low Risk
163,28,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,542.6,5,0,2.75,0,1.0,0.4,1.0852,0,0.005253399,0.53,Low Risk
164,57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,786.5833333333334,4,0,2.5,1,0.4166666666666667,0.6,3.7756,0,0.007962244,0.8,Low Risk
165,27,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,2566.0,1,0,3.0,1,1.0,1.0,0.7698,0,0.008669373,0.87,Low Risk
166,50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,948.8571428571429,1,0,2.5,0,0.23809523809523808,0.8,3.9852,0,0.0015333659,0.15,Low Risk
167,41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,188.53846153846155,8,0,2.0,0,0.6923076923076923,0.8888888888888888,0.7353,0,0.012483961,1.25,Low Risk
168,30,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,784.9166666666666,3,1,3.0,0,0.8333333333333334,0.9,3.7676,0,0.011547048,1.15,Low Risk
169,38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,723.8333333333334,8,0,3.0,0,0.6666666666666666,0.375,3.4744,0,0.02895148,2.9,Low Risk
170,32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,379.75,4,0,2.5,0,0.625,0.8,0.9114,0,0.021159692,2.12,Low Risk
171,27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,509.6666666666667,4,0,2.75,1,0.8333333333333334,0.4,0.6116,0,0.030135717,3.01,Low Risk
172,19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,2325.0,0,0,2.25,0,0.0,0.0,0.2325,0,0.99329996,99.33,High Risk
173,36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,160.6153846153846,1,1,2.75,0,0.6153846153846154,0.875,0.4176,0,0.012754,1.28,Low Risk
174,30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,256.0,6,1,2.5,0,1.0,0.75,0.3072,0,0.045116626,4.51,Low Risk
175,45,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,556.2222222222222,5,0,2.25,0,0.5555555555555556,0.8,0.5006,0,0.018113242,1.81,Low Risk
176,56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,224.05263157894737,0,0,2.5,0,0.10526315789473684,1.0,0.4257,0,0.0042679366,0.43,Low Risk
177,33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2,625.0,3,0,3.0,0,0.75,0.3333333333333333,1.0,0,0.012091525,1.21,Low Risk
178,19,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,1102.0,0,0,2.75,0,1.0,0.0,0.4408,0,0.9857626,98.58,High Risk
179,46,0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,435.5416666666667,9,1,2.25,0,1.0,0.5416666666666666,1.0453,0,0.010314996,1.03,Low Risk
180,38,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,1144.0,0,0,3.25,0,1.0,1.0,0.9152,0,0.020504246,2.05,Low Risk
181,31,0,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,561.2857142857143,4,0,3.25,0,0.5714285714285714,0.5,1.5716,1,0.0092312815,0.92,Low Risk
182,34,0,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2,256.77777777777777,2,0,3.25,0,0.3333333333333333,0.6666666666666666,0.4622,0,0.0010164294,0.1,Low Risk
183,41,1,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,785.0,4,0,2.5,1,1.0,0.75,0.628,0,0.9606962,96.07,High Risk
184,50,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,738.0,3,0,3.0,0,0.6,0.6666666666666666,1.107,0,0.0033551014,0.34,Low Risk
185,53,0,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,890.0,3,0,2.75,0,0.8,0.5,0.445,0,0.0013390873,0.13,Low Risk
186,33,0,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,344.5,7,0,3.25,0,1.0,0.875,0.5512,0,0.0019780095,0.2,Low Risk
187,40,0,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9,906.3333333333334,11,1,3.0,0,0.9523809523809523,0.4,5.7099,0,0.0012839021,0.13,Low Risk
188,55,0,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,520.0555555555555,22,0,3.0,0,0.6666666666666666,0.625,3.7444,1,0.008590906,0.86,Low Risk
189,34,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9,954.7,9,0,3.0,0,1.0,0.9,2.8641,0,0.0021158697,0.21,Low Risk
190,51,0,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0,654.0,6,0,3.0,0,0.3333333333333333,1.0,2.7468,0,0.00021796381,0.02,Low Risk
191,52,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9,588.2058823529412,22,1,2.5,0,0.9705882352941176,0.5454545454545454,5.9997,0,0.003872145,0.39,Low Risk
192,27,0,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,325.57142857142856,7,0,3.0,0,1.0,1.0,0.4558,0,0.00766421,0.77,Low Risk
